MSI;GF66 Katana 11UE-408XRU;89999;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;8;DDR4;512;1920x1080;15.6;IPS;без ОС
Acer;Nitro 5 AN515-57-548J;90999;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3050 Ti для ноутбуков 4 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;15.6;IPS;без ОС
MSI;GF76 Katana 11UD-482XRU;90999;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3050 Ti для ноутбуков 4 ГБ;Intel UHD Graphics;8;DDR4;512;1920x1080;17.3;IPS;без ОС
HP;Victus 16-d0006ur;92999;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3050 для ноутбуков 4 ГБ;Intel UHD Graphics Xe;16;DDR4;512;1920x1080;16.1;IPS;Windows 11 Home Single Language
MSI;GF63 Thin 11UD-221RU;94999;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3050 Ti для ноутбуков 4 ГБ;Intel UHD Graphics;8;DDR4;512;1920x1080;15.6;IPS;Windows 11 Home Single Language
GIGABYTE;G7;94999;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3050 для ноутбуков 4 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;17.3;IPS;без ОС
MSI;Pulse GL66 11UCK-422RU;98799;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3050 для ноутбуков 4 ГБ;Intel UHD Graphics;8;DDR4;512;1920x1080;15.6;IPS;Windows 11 Home Single Language
GIGABYTE;G5 MD;99999;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3050 Ti для ноутбуков 4 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;15.6;IPS;без ОС
MSI;GF76 Katana 11UD-695XRU;99999;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3050 Ti для ноутбуков 4 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;17.3;IPS;без ОС
GIGABYTE;G5 KD;104999;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;15.6;IPS;без ОС
MSI;GF66 Katana 11UE-819XRU;104999;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;15.6;IPS;без ОС
GIGABYTE;G5 KD;107099;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;15.6;IPS;Windows 11 Home Single Language
MSI;GF76 Katana 11UE-270XRU;107999;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;17.3;IPS;без ОС
ASUS;TUF Gaming F15 FX506HM-HN016W;112499;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;15.6;IPS;Windows 11 Home Single Language
MSI;GL66 Pulse 11UEK-211XRU;119999;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;8;DDR4;512;1920x1080;15.6;IPS;без ОС
ASUS;TUF Gaming A17 FX706HEB-HX103W;124999;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3050 Ti для ноутбуков 4 ГБ;Intel UHD Graphics;8;DDR4;512;1920x1080;17.3;IPS;Windows 11 Home Single Language
ASUS;TUF Gaming F17 FX706HEB-HX103;129999;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3050 Ti для ноутбуков 4 ГБ;Intel UHD Graphics;8;DDR4;512;1920x1080;17.3;IPS;без ОС
Lenovo;Legion 5 15ITH6H;136999;Intel Core i5-11400H;6;2.7;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;15.6;IPS;без ОС
MSI;Pulse GL66 12UEK-289XRU;127999;Intel Core i5-12500H;8;2.5;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;8;DDR4;512;1920x1080;15.6;IPS;без ОС
MSI;GL76 Pulse 12UEK-088XRU;134999;Intel Core i5-12500H;8;2.5;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel Iris Xe Graphics;16;DDR4;512;1920x1080;17.3;IPS;без ОС
